release_group_id,title,primary_type,secondary_types,first_release_date,artist_name,artist_ids,disambiguation,genres,tags,score,lb_total_listen_count,lb_total_user_count,artist_name_meta,tags_meta,lb_sitewide_listen_count_month,artist_catalog_strength,lastfm_source_used,lastfm_listeners,lastfm_playcount,lastfm_tags_item,lastfm_album_name,lastfm_track_name,lastfm_url,lastfm_error,lastfm_country_chart_hits,lastfm_best_country_rank,lastfm_total_country_playcount,lastfm_countries,days_since_release,log1p_lb_total_listen_count,log1p_lb_total_user_count,log1p_lb_sitewide_listen_count_month,log1p_artist_catalog_strength,score_popularity,score_users,score_sitewide,score_artist_strength,score_recency,trend_score_v0
85dde14e-fd9a-4ee6-8950-9c2f3b3bd5f6,Dedicated 2 Disrespect,EP,,2021-05-14,LSDXOXO,c2710100-a9e9-46e9-bae7-4677333cd0eb,,electronic,electronic,,2527.0,359.0,LSDXOXO,electronic,,,album.getInfo,12026,92465,club|techno|electronic|ballroom|ghetto house,Dedicated 2 Disrespect,,https://www.last.fm/music/LSDXOXO/Dedicated+2+Disrespect,,,,,,1788,7.835183755266748,5.886104031450156,0.0,0.0,1.0,1.0,0.0,0.0,1.0,65.0
5d36923b-8c49-4e0c-a816-36f8a54d6c15,Spit on Your Bitch,EP,,2021-01-01,Easy Ego,65b6bb7c-74cb-47c5-bb69-44ea3a8c6de1,,garage punk|garage rock|lo-fi|punk,garage punk|garage rock|lo-fi|punk,,87.0,3.0,Easy Ego,garage punk|garage rock|punk|lo-fi,,,album.getInfo,172,949,garage rock|garage punk|lo-fi|bedroom pop,Spit on your Bitch,,https://www.last.fm/music/Easy+ego/Spit+on+your+Bitch,,,,,,1921,4.477336814478207,1.3862943611198906,0.0,0.0,0.5714399246180508,0.23551985383077745,0.0,0.0,1.0,34.710794438247326
b4d54c8f-b4a9-3d7d-8bc5-f9b994510488,Robochrist,EP,,2021-08-06,robochrist,b10019da-215c-4c92-8b92-0066f0f45e5d,,,,,24.0,2.0,robochrist,,,,album.getInfo,52,583,,robochrist,,https://www.last.fm/music/robochrist/robochrist,,,,,,1704,3.2188758248682006,1.0986122886681096,0.0,0.0,0.4108232717202705,0.1866450682485551,0.0,0.0,1.0,28.111715875180572
8227370f-e7fa-4b5d-b10d-2ae7e9e79cff,Dark Flannel,EP,,2021-01-29,Memory of Elephants,c4353849-78f2-47ca-aabb-1596a31067da,,experimental|instrumental|math rock|noise rock|post-hardcore|post-rock|progressive rock|punk|punk rock|shoegaze,experimental|instrumental|math rock|noise rock|post-hardcore|post-rock|progressive rock|punk|punk rock|shoegaze,,5.0,3.0,Memory of Elephants,punk|progressive rock|post-hardcore|instrumental|experimental|punk rock|shoegaze|noise rock|math rock|post-rock,,,album.getInfo,134,391,noise rock|arctangent|math rock|shoegaze|experimental,Dark Flannel,,https://www.last.fm/music/Memory+of+elephants/Dark+Flannel,,,,,,1893,1.791759469228055,1.3862943611198906,0.0,0.0,0.2286812313780961,0.23551985383077745,0.0,0.0,1.0,22.714240174848914
5ece65e9-fe78-4c93-9114-f976df316c88,303,EP,,2021-01-01,Brixton Alley,e0ebb1cd-deb5-4766-8d06-99bb409a4130,,,,,,,Brixton Alley,,,,album.getInfo,60,274,,303,,https://www.last.fm/music/Brixton+Alley/303,,,,,,1921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0
2e9ee0fe-93b5-4129-9dfd-1e2f932994b0,Die From Within,EP,,2021-04-23,Eleine,9647af11-93a4-40e8-81f9-b0f8975ab416,,rock|symphonic metal,rock|symphonic metal,,,,Eleine,symphonic metal|rock,,,album.getInfo,19,137,symphonic metal|female fronted metal|metal|swedish|power metal,Die From Within,,https://www.last.fm/music/Eleine/Die+From+Within,,,,,,1809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0
f85aaaf7-309f-4711-82f5-055e78d74ccb,Weary,EP,,2021-03-05,Cotton Weary,e57e9019-2a8b-4d9f-a651-6ec6658b9f31,,,,,,,Cotton Weary,,,,album.getInfo,0,0,emo|punk|usa|punk rock|pop punk,Weary,,https://www.last.fm/music/Cotton+Weary/Weary,,,,,,1858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0
445b0e47-b20a-4ae9-8bcb-2d7c8c0811a6,Untitled,EP,,2021-02-19,Treizeight,c1d41c42-03c0-48a8-8c08-d4c56b2b637a,,,,,,,Treizeight,,,,album.getInfo,1,2,,Untitled,,https://www.last.fm/music/treizeight/Untitled,,,,,,1872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0
d7319a75-b9e4-439e-b82b-14b74286946d,Songs for Meditation,EP,,2021-11-05,Taleen Kali,1ddd57fc-18c3-4c92-b6d9-c06a22bed9f2,,,,,,,Taleen Kali,,,,album.getInfo,59,214,,Songs For Meditation,,https://www.last.fm/music/Taleen+Kali/Songs+For+Meditation,,,,,,1613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0
